Grid_ID,Latitude,Longitude
GR3_G3F23_I,34.675,129.675
GR3_G3F23_M,34.625,129.625
GR3_G3F23_R,34.575,129.625
GR3_G3F23_Y,34.525,129.725
GR3_G3F24_A,34.725,129.775
GR3_G3F24_X,34.525,129.925
GR3_G3F31_D,34.475,129.175
GR3_G3F31_H,34.425,129.125
GR3_G3F32_P,34.325,129.275
GR3_G3F33_X,34.025,129.175
GR3_G3F34_H,34.175,129.375
GR3_G3F34_P,34.075,129.275
GR3_G3F34_R,34.075,129.375
GR3_G3F41_J,34.425,129.725
GR3_G3F42_K,34.375,129.775
GR3_G3F42_Q,34.325,129.825
GR3_G3F42_U,34.275,129.775
GR3_G3G11_F,34.925,130.025
GR3_G3G11_I,34.925,130.175
GR3_G3G11_M,34.875,130.125
GR3_G3G11_P,34.825,130.025
GR3_G3G11_V,34.775,130.075
GR3_G3G13_I,34.675,130.175
GR3_G3G13_O,34.625,130.225
GR3_G3G13_V,34.525,130.075
GR3_G3G14_K,34.625,130.275
GR3_G3G14_P,34.575,130.275
GR3_G3G31_A,34.475,130.025
GR3_G3G31_M,34.375,130.125
GR3_G3I11_A,33.975,128.025
GR3_G3I11_E,33.975,128.225
GR3_G3I11_N,33.875,128.175
GR3_G3I11_P,33.825,128.025
GR3_G3I12_B,33.975,128.325
GR3_G3I13_A,33.725,128.025
GR3_G3I13_Q,33.575,128.075
GR3_G3I13_W,33.525,128.125
GR3_G3I22_H,33.925,128.875
GR3_G3I31_D,33.475,128.175
GR3_G3I31_K,33.375,128.025
GR3_G3J12_B,33.975,129.325
GR3_G3J12_J,33.925,129.475
GR3_G3J12_M,33.875,129.375
GR3_G3J12_R,33.825,129.375
GR3_G3J21_I,33.925,129.675
GR3_G3J22_G,33.925,129.825
GR3_G3J22_P,33.825,129.775
GR3_J1J44_J,29.175,121.975
GR3_J2A22_J,31.925,124.975
GR3_J2A22_L,31.875,124.825
GR3_J2A22_M,31.875,124.875
GR3_J2A22_R,31.825,124.875
GR3_J2B11_I,31.925,125.175
GR3_J2B11_O,31.875,125.225
GR3_J2B11_W,31.775,125.125
GR3_J2B12_A,31.975,125.275
GR3_J2B12_Q,31.825,125.325
GR3_J2B13_D,31.725,125.175
GR3_J2B13_I,31.675,125.175
GR3_J2B21_K,31.875,125.525
GR3_J2B21_O,31.875,125.725
GR3_J2B22_P,31.825,125.775
GR3_J2C12_B,31.975,126.325
GR3_J2C12_C,31.975,126.375
GR3_J2C12_D,31.975,126.425
GR3_J2C12_E,31.975,126.475
GR3_J2C12_F,31.925,126.275
GR3_J2C21_D,31.975,126.675
GR3_J2C21_E,31.975,126.725
GR3_J2C21_M,31.875,126.625
GR3_J2C21_Q,31.825,126.575
